"p","y","t","fip_title","c","q","res"
"F3","2021","F3","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","F3","DataCite"
"F3","2020","F3","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","F3","DataCite"
"F3","2021","F3","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","F3","DataCite"
"F3","2019","F3","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","F3","DataCite"
"F3","2019","F3","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","F3","Handle_System"
"F3","2020","F3","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","F3","Handle_System"
"F3","2021","F3","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","F3","Handle_System"
"F3","2021","F3","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","F3","DataCite"
"F3","2020","F3","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","F3","DataCite"
"F3","2021","F3","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","F3","DataCite"
"F3","2019","F3","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","F3","DataCite"
"F3","2020","F3","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","F3","DataCite"
"F3","2021","F3","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","F3","DataCite"
"F3","2022","F3","ACTRIS-ASC_FIP_2022","AERIS","F3","DataCite"
"F3","2019","F3","AnaEE_CREA_FIP_2019","AnaEE_CREA","F3","DOI"
"F3","2020","F3","AnaEE_CREA_FIP_2020","AnaEE_CREA","F3","DOI"
"F3","2021","F3","AnaEE_CREA_FIP_2021","AnaEE_CREA","F3","DOI"
"F3","2019","F3","AnaEE_FIP_2019","Anaee","F3","DataCite"
"F3","2020","F3","AnaEE_FIP_2020","Anaee","F3","DataCite"
"F3","2021","F3","AnaEE_FIP_2021","Anaee","F3","DataCite"
"F3","2019","F3","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","F3","DataCite"
"F3","2020","F3","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","F3","DataCite"
"F3","2021","F3","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F3","DataCite"
"F3","2021","F3","DANUBIUS_FIP_2021","DANUBIUS","F3","DOI"
"F3","2020","F3","DiSSCo_FIP_2020","DiSSCo","F3","FDO"
"F3","2021","F3","DiSSCo_FIP_2021","DiSSCo","F3","FDO"
"F3","2022","F3","EMSO ERIC FIP 2022","EMSO","F3","DataCite"
"F3","2021","F3","EMSO ERIC FIP 2021","EMSO","F3","DataCite"
"F3","2022","F3","ICOS_FIP_2022","ICOS","F3","LOD"
"F3","2019","F3","ICOS_FIP_2019","ICOS","F3","LOD"
"F3","2021","F3","ICOS_FIP_2021","ICOS","F3","LOD"
"F3","2020","F3","ICOS_FIP_2020","ICOS","F3","LOD"
"F3","2022","F3","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","F3","DataCite"
"F3","2020","F3","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","F3","DataCite"
"F3","2021","F3","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","F3","DataCite"
"F3","2019","F3","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","F3","DataCite"
"F3","2019","F3","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","F3","SDN_CDI_PID_LUI"
"F3","2020","F3","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","F3","SDN_CDI_PID_LUI"
"F3","2021","F3","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F3","SDN_CDI_PID_LUI"
"F3","2019","F3","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","F3","DOI"
"F3","2020","F3","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","F3","DOI"
"F3","2021","F3","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","F3","DOI"
"F3","2019","F3","eLTER_FIP_2019","eLTER-RI","F3","DOI"
"F3","2020","F3","eLTER_FIP_2020","eLTER-RI","F3","DOI"
"F3","2021","F3","eLTER_FIP_2021","eLTER-RI","F3","DOI"
"F3","2020","F3","IAGOS_FIP_2020","iagos","F3","DataCite"
"F3","2021","F3","IAGOS_FIP_2021","iagos","F3","DataCite"
"F3","2019","F3","IAGOS_FIP_2019","iagos","F3","DataCite"
"F4","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","F4-MD","DataCite"
"F4","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","F4-MD","r3data"
"F4","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","F4-MD","WMO_Search"
"F4","2020","MD","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","F4-MD","DataCite"
"F4","2021","MD","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","F4-MD","DataCite"
"F4","2019","MD","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","F4-MD","DataCite"
"F4","2021","MD","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","F4-MD","WMO_Search"
"F4","2019","MD","ACTRIS-DVAS_FIP_2019","ACTRIS_DVAS","F4-MD","ACTRIS_DataPortal"
"F4","2020","MD","ACTRIS-DVAS_FIP_2020","ACTRIS_DVAS","F4-MD","ACTRIS_DataPortal"
"F4","2021","MD","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","F4-MD","ACTRIS_DataPortal"
"F4","2020","MD","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","F4-MD","DataCite"
"F4","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","F4-MD","DataCite"
"F4","2019","MD","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","F4-MD","DataCite"
"F4","2021","MD","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","F4-MD","sios_site"
"F4","2020","MD","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","F4-MD","GEOSS_Portal"
"F4","2021","MD","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","F4-MD","GEOSS_Portal"
"F4","2019","MD","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","F4-MD","WMO_Search"
"F4","2020","MD","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","F4-MD","WMO_Search"
"F4","2021","MD","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","F4-MD","WMO_Search"
"F4","2022","MD","ACTRIS-ASC_FIP_2022","AERIS","F4-MD","DataCite"
"F4","2019","MD","AnaEE_FIP_2019","Anaee","F4-MD","GeoNetwork"
"F4","2020","MD","AnaEE_FIP_2020","Anaee","F4-MD","GeoNetwork"
"F4","2021","MD","AnaEE_FIP_2021","Anaee","F4-MD","GeoNetwork"
"F4","2019","MD","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","F4-MD","Google_Dataset_Search"
"F4","2020","MD","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","F4-MD","Google_Dataset_Search"
"F4","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-MD","Google_Dataset_Search"
"F4","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-MD","ARGO_DataSearch"
"F4","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-MD","SPARQL_endpoint"
"F4","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-MD","/opensearch.ifremer.fr"
"F4","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-MD","ARGO-MD"
"F4","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-MD","ERDDAP_Argo_API"
"F4","2019","MD","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","F4-MD","ARGO_DataSearch"
"F4","2020","MD","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","F4-MD","ARGO_DataSearch"
"F4","2019","MD","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","F4-MD","SPARQL_endpoint"
"F4","2021","MD","DANUBIUS_FIP_2021","DANUBIUS","F4-MD","GeoNetwork"
"F4","2020","MD","DiSSCo_FIP_2020","DiSSCo","F4-MD","GBIF_search_engine"
"F4","2021","MD","DiSSCo_FIP_2021","DiSSCo","F4-MD","GBIF_search_engine"
"F4","2020","MD","DiSSCo_FIP_2020","DiSSCo","F4-MD","ECOI"
"F4","2021","MD","DiSSCo_FIP_2021","DiSSCo","F4-MD","ECOI"
"F4","2019","MD","EISCAT_FIP_2019","EISCAT","F4-MD","B2FIND"
"F4","2021","MD","EISCAT_FIP_2021","EISCAT","F4-MD","B2FIND"
"F4","2020","MD","EISCAT_FIP_2020","EISCAT","F4-MD","B2FIND"
"F4","2022","MD","EMSO ERIC FIP 2022","EMSO","F4-MD","Google_Dataset_Search"
"F4","2021","MD","EMSO ERIC FIP 2021","EMSO","F4-MD","Google_Dataset_Search"
"F4","2021","MD","EPOS_ICS-C_FIP_2021","EPOS-ERIC","F4-MD","EPOS_Portal"
"F4","2022","MD","ICOS_FIP_2022","ICOS","F4-MD","Google_Dataset_Search"
"F4","2022","MD","ICOS_FIP_2022","ICOS","F4-MD","Dimensions"
"F4","2022","MD","ICOS_FIP_2022","ICOS","F4-MD","B2FIND"
"F4","2022","MD","ICOS_FIP_2022","ICOS","F4-MD","OpenAIRE"
"F4","2022","MD","ICOS_FIP_2022","ICOS","F4-MD","WIGOS"
"F4","2021","MD","ICOS_FIP_2021","ICOS","F4-MD","Google_Dataset_Search"
"F4","2021","MD","ICOS_FIP_2021","ICOS","F4-MD","Dimensions"
"F4","2019","MD","ICOS_FIP_2019","ICOS","F4-MD","B2FIND"
"F4","2021","MD","ICOS_FIP_2021","ICOS","F4-MD","B2FIND"
"F4","2020","MD","ICOS_FIP_2020","ICOS","F4-MD","B2FIND"
"F4","2019","MD","ICOS_FIP_2019","ICOS","F4-MD","CarbonPortal"
"F4","2021","MD","ICOS_FIP_2021","ICOS","F4-MD","CarbonPortal"
"F4","2020","MD","ICOS_FIP_2020","ICOS","F4-MD","CarbonPortal"
"F4","2021","MD","ICOS_FIP_2021","ICOS","F4-MD","OpenAIRE"
"F4","2020","MD","ICOS_FIP_2020","ICOS","F4-MD","OpenAIRE"
"F4","2020","MD","ICOS_FIP_2020","ICOS","F4-MD","Google_Dataset_Search"
"F4","2020","MD","ICOS_FIP_2020","ICOS","F4-MD","Dimensions"
"F4","2021","MD","ICOS_FIP_2021","ICOS","F4-MD","WIGOS"
"F4","2020","MD","ICOS_FIP_2020","ICOS","F4-MD","WIGOS"
"F4","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","F4-MD","Google"
"F4","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","F4-MD","DataCite"
"F4","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","F4-MD","Google"
"F4","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","F4-MD","DataCite"
"F4","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","F4-MD","Google"
"F4","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","F4-MD","DataCite"
"F4","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","F4-MD","Google_Dataset_Search"
"F4","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","F4-MD","GEOSS_Portal"
"F4","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","F4-MD","GEOSS_Portal"
"F4","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","F4-MD","SDN_CDI_search_GUI"
"F4","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","F4-MD","SDN_CDI_search_GUI"
"F4","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","F4-MD","Google"
"F4","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F4-MD","Google"
"F4","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F4-MD","Google_Dataset_Search"
"F4","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F4-MD","GEOSS_Portal"
"F4","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F4-MD","B2FIND"
"F4","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F4-MD","SDN_CDI_search_GUI"
"F4","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F4-MD","SPARQL_endpoint"
"F4","2019","MD","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","F4-MD","SDN_Sextant"
"F4","2020","MD","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","F4-MD","SDN_Sextant"
"F4","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","F4-MD","SDN_Sextant"
"F4","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","F4-MD","SPARQL_endpoint"
"F4","2019","MD","eLTER_FIP_2019","eLTER-RI","F4-MD","DEIMS-SDR"
"F4","2020","MD","eLTER_FIP_2020","eLTER-RI","F4-MD","DEIMS-SDR"
"F4","2019","MD","eLTER_FIP_2019","eLTER-RI","F4-MD","eLTER-DIP"
"F4","2020","MD","eLTER_FIP_2020","eLTER-RI","F4-MD","eLTER-DIP"
"F4","2019","MD","eLTER_FIP_2019","eLTER-RI","F4-MD","B2FIND"
"F4","2020","MD","eLTER_FIP_2020","eLTER-RI","F4-MD","B2FIND"
"F4","2021","MD","eLTER_FIP_2021","eLTER-RI","F4-MD","DEIMS-SDR"
"F4","2021","MD","eLTER_FIP_2021","eLTER-RI","F4-MD","eLTER-DIP"
"F4","2021","MD","eLTER_FIP_2021","eLTER-RI","F4-MD","B2FIND"
"F4","2021","MD","eLTER_FIP_2021","eLTER-RI","F4-MD","eLTER_DAR"
"F4","2020","MD","IAGOS_FIP_2020","iagos","F4-MD","DataCite"
"F4","2021","MD","IAGOS_FIP_2021","iagos","F4-MD","DataCite"
"F4","2019","MD","IAGOS_FIP_2019","iagos","F4-MD","DataCite"
"F4","2020","MD","IAGOS_FIP_2020","iagos","F4-MD","GEOSS_Portal"
"F4","2021","MD","IAGOS_FIP_2021","iagos","F4-MD","GEOSS_Portal"
"F4","2019","MD","IAGOS_FIP_2019","iagos","F4-MD","GEOSS_Portal"
"F4","2020","MD","IAGOS_FIP_2020","iagos","F4-MD","GAW"
"F4","2021","MD","IAGOS_FIP_2021","iagos","F4-MD","GAW"
"F4","2019","MD","IAGOS_FIP_2019","iagos","F4-MD","GAW"
"F4","2019","MD","LifeWatch_Marine_FIP_2019","lw-marine","F4-MD","Google"
"F4","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","F4-MD","Google"
"F4","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","F4-MD","Google"
"F4","2019","MD","SIOS_FIP_2019","sios","F4-MD","sios_site"
"F4","2021","MD","SIOS_FIP_2021","sios","F4-MD","sios_site"
"F4","2020","MD","SIOS_FIP_2020","sios","F4-MD","sios_site"
"F4","2021","MD","SIOS_FIP_2021","sios","F4-MD","GEOSS_Portal"
"F4","2020","MD","SIOS_FIP_2020","sios","F4-MD","GEOSS_Portal"
"F4","2021","MD","SIOS_FIP_2021","sios","F4-MD","WMO_Search"
"F4","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","F4-D","DataCite"
"F4","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","F4-D","r3data"
"F4","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","F4-D","WMO_Search"
"F4","2020","D","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","F4-D","DataCite"
"F4","2021","D","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","F4-D","DataCite"
"F4","2019","D","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","F4-D","DataCite"
"F4","2019","D","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","F4-D","CLU"
"F4","2020","D","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","F4-D","CLU"
"F4","2021","D","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","F4-D","CLU"
"F4","2021","D","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","F4-D","WMO_Search"
"F4","2019","D","ACTRIS-DVAS_FIP_2019","ACTRIS_DVAS","F4-D","ACTRIS_DataPortal"
"F4","2020","D","ACTRIS-DVAS_FIP_2020","ACTRIS_DVAS","F4-D","ACTRIS_DataPortal"
"F4","2021","D","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","F4-D","ACTRIS_DataPortal"
"F4","2020","D","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","F4-D","DataCite"
"F4","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","F4-D","DataCite"
"F4","2019","D","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","F4-D","DataCite"
"F4","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","F4-D","sios_site"
"F4","2020","D","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","F4-D","GEOSS_Portal"
"F4","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","F4-D","GEOSS_Portal"
"F4","2019","D","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","F4-D","WMO_Search"
"F4","2020","D","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","F4-D","WMO_Search"
"F4","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","F4-D","WMO_Search"
"F4","2019","D","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","F4-D","EBAS"
"F4","2020","D","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","F4-D","EBAS"
"F4","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","F4-D","EBAS"
"F4","2022","D","ACTRIS-ASC_FIP_2022","AERIS","F4-D","DataCite"
"F4","2020","D","AnaEE_FIP_2020","Anaee","F4-D","Dataverse"
"F4","2021","D","AnaEE_FIP_2021","Anaee","F4-D","Dataverse"
"F4","2019","D","AnaEE_FIP_2019","Anaee","F4-D","Dataverse"
"F4","2020","D","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","F4-D","Google_Dataset_Search"
"F4","2021","D","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-D","Google_Dataset_Search"
"F4","2021","D","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-D","ARGO_DataSearch"
"F4","2021","D","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","F4-D","SPARQL_endpoint"
"F4","2019","D","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","F4-D","Google_Dataset_Search"
"F4","2019","D","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","F4-D","ARGO_DataSearch"
"F4","2020","D","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","F4-D","ARGO_DataSearch"
"F4","2019","D","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","F4-D","SPARQL_endpoint"
"F4","2021","D","DANUBIUS_FIP_2021","DANUBIUS","F4-D","Danubius_Portal"
"F4","2020","D","DiSSCo_FIP_2020","DiSSCo","F4-D","ECOI"
"F4","2021","D","DiSSCo_FIP_2021","DiSSCo","F4-D","ECOI"
"F4","2019","D","EISCAT_FIP_2019","EISCAT","F4-D","eiscat-schedule"
"F4","2021","D","EISCAT_FIP_2021","EISCAT","F4-D","eiscat-schedule"
"F4","2020","D","EISCAT_FIP_2020","EISCAT","F4-D","eiscat-schedule"
"F4","2019","D","EISCAT_FIP_2019","EISCAT","F4-D","MADRIGAL"
"F4","2021","D","EISCAT_FIP_2021","EISCAT","F4-D","MADRIGAL"
"F4","2020","D","EISCAT_FIP_2020","EISCAT","F4-D","MADRIGAL"
"F4","2021","D","EISCAT_FIP_2021","EISCAT","F4-D","pithia-esc"
"F4","2022","D","EMSO ERIC FIP 2022","EMSO","F4-D","Google_Dataset_Search"
"F4","2021","D","EMSO ERIC FIP 2021","EMSO","F4-D","Google_Dataset_Search"
"F4","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","F4-D","EPOS_Portal"
"F4","2022","D","ICOS_FIP_2022","ICOS","F4-D","Google_Dataset_Search"
"F4","2022","D","ICOS_FIP_2022","ICOS","F4-D","Dimensions"
"F4","2022","D","ICOS_FIP_2022","ICOS","F4-D","r3data"
"F4","2022","D","ICOS_FIP_2022","ICOS","F4-D","ERDDAP"
"F4","2022","D","ICOS_FIP_2022","ICOS","F4-D","WIGOS"
"F4","2021","D","ICOS_FIP_2021","ICOS","F4-D","Google_Dataset_Search"
"F4","2021","D","ICOS_FIP_2021","ICOS","F4-D","Dimensions"
"F4","2019","D","ICOS_FIP_2019","ICOS","F4-D","r3data"
"F4","2021","D","ICOS_FIP_2021","ICOS","F4-D","r3data"
"F4","2020","D","ICOS_FIP_2020","ICOS","F4-D","r3data"
"F4","2021","D","ICOS_FIP_2021","ICOS","F4-D","ERDDAP"
"F4","2019","D","ICOS_FIP_2019","ICOS","F4-D","CarbonPortal"
"F4","2021","D","ICOS_FIP_2021","ICOS","F4-D","CarbonPortal"
"F4","2020","D","ICOS_FIP_2020","ICOS","F4-D","CarbonPortal"
"F4","2020","D","ICOS_FIP_2020","ICOS","F4-D","Google_Dataset_Search"
"F4","2020","D","ICOS_FIP_2020","ICOS","F4-D","Dimensions"
"F4","2021","D","ICOS_FIP_2021","ICOS","F4-D","WIGOS"
"F4","2020","D","ICOS_FIP_2020","ICOS","F4-D","WIGOS"
"F4","2020","D","ICOS_FIP_2020","ICOS","F4-D","ERDDAP"
"F4","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","F4-D","Google"
"F4","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","F4-D","DataCite"
"F4","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","F4-D","Google"
"F4","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","F4-D","DataCite"
"F4","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","F4-D","Google"
"F4","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","F4-D","DataCite"
"F4","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F4-D","Google_Dataset_Search"
"F4","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","F4-D","GEOSS_Portal"
"F4","2019","D","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","F4-D","SDN_Sextant"
"F4","2020","D","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","F4-D","SDN_Sextant"
"F4","2021","D","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","F4-D","SDN_Sextant"
"F4","2019","D","eLTER_FIP_2019","eLTER-RI","F4-D","DEIMS-SDR"
"F4","2020","D","eLTER_FIP_2020","eLTER-RI","F4-D","DEIMS-SDR"
"F4","2019","D","eLTER_FIP_2019","eLTER-RI","F4-D","eLTER-CDN"
"F4","2020","D","eLTER_FIP_2020","eLTER-RI","F4-D","eLTER-CDN"
"F4","2019","D","eLTER_FIP_2019","eLTER-RI","F4-D","eLTER-DIP"
"F4","2020","D","eLTER_FIP_2020","eLTER-RI","F4-D","eLTER-DIP"
"F4","2021","D","eLTER_FIP_2021","eLTER-RI","F4-D","DEIMS-SDR"
"F4","2021","D","eLTER_FIP_2021","eLTER-RI","F4-D","eLTER-CDN"
"F4","2021","D","eLTER_FIP_2021","eLTER-RI","F4-D","eLTER-DIP"
"F4","2021","D","eLTER_FIP_2021","eLTER-RI","F4-D","eLTER_DAR"
"F4","2020","D","IAGOS_FIP_2020","iagos","F4-D","DataCite"
"F4","2021","D","IAGOS_FIP_2021","iagos","F4-D","DataCite"
"F4","2019","D","IAGOS_FIP_2019","iagos","F4-D","DataCite"
"F4","2020","D","IAGOS_FIP_2020","iagos","F4-D","GEOSS_Portal"
"F4","2021","D","IAGOS_FIP_2021","iagos","F4-D","GEOSS_Portal"
"F4","2019","D","IAGOS_FIP_2019","iagos","F4-D","GEOSS_Portal"
"F4","2020","D","IAGOS_FIP_2020","iagos","F4-D","GAW"
"F4","2021","D","IAGOS_FIP_2021","iagos","F4-D","GAW"
"F4","2019","D","IAGOS_FIP_2019","iagos","F4-D","GAW"
"F4","2019","D","LifeWatch_Marine_FIP_2019","lw-marine","F4-D","Google"
"F4","2020","D","LifeWatch_Marine_FIP_2020","lw-marine","F4-D","Google"
"F4","2021","D","LifeWatch_Marine_FIP_2021","lw-marine","F4-D","Google"
"F4","2019","D","SIOS_FIP_2019","sios","F4-D","sios_site"
"F4","2021","D","SIOS_FIP_2021","sios","F4-D","sios_site"
"F4","2020","D","SIOS_FIP_2020","sios","F4-D","sios_site"
"F4","2021","D","SIOS_FIP_2021","sios","F4-D","GEOSS_Portal"
"F4","2020","D","SIOS_FIP_2020","sios","F4-D","GEOSS_Portal"
"F4","2021","D","SIOS_FIP_2021","sios","F4-D","WMO_Search"
"F4","2020","D","SIOS_FIP_2020","sios","F4-D","WMO_Search"
"A1.1","2019","MD","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","A1.1-MD","OPeNDAP"
"A1.1","2020","MD","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","A1.1-MD","OPeNDAP"
"A1.1","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.1-MD","OPeNDAP"
"A1.1","2019","MD","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","A1.1-MD","HTTPS"
"A1.1","2020","MD","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","A1.1-MD","HTTPS"
"A1.1","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.1-MD","HTTPS"
"A1.1","2019","MD","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","A1.1-MD","REST"
"A1.1","2020","MD","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","A1.1-MD","REST"
"A1.1","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.1-MD","REST"
"A1.1","2019","MD","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","A1.1-MD","HTTPS"
"A1.1","2020","MD","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","A1.1-MD","HTTPS"
"A1.1","2021","MD","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","A1.1-MD","HTTPS"
"A1.1","2019","MD","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","A1.1-MD","REST"
"A1.1","2020","MD","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","A1.1-MD","REST"
"A1.1","2021","MD","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","A1.1-MD","REST"
"A1.1","2021","MD","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","A1.1-MD","HTTPS"
"A1.1","2021","MD","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","A1.1-MD","REST"
"A1.1","2019","MD","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","A1.1-MD","HTTPS"
"A1.1","2020","MD","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","A1.1-MD","HTTPS"
"A1.1","2019","MD","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","A1.1-MD","REST"
