"p","y","t","fip_title","c","q","res"
"A1.2","2021","MD","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","A1.2-MD","OPENDATA"
"A1.2","2022","MD","ACTRIS-ASC_FIP_2022","AERIS","A1.2-MD","OPENDATA"
"A1.2","2019","MD","AnaEE_CREA_FIP_2019","AnaEE_CREA","A1.2-MD","OAuth"
"A1.2","2020","MD","AnaEE_CREA_FIP_2020","AnaEE_CREA","A1.2-MD","OAuth"
"A1.2","2021","MD","AnaEE_CREA_FIP_2021","AnaEE_CREA","A1.2-MD","OAuth"
"A1.2","2019","MD","AnaEE_FIP_2019","Anaee","A1.2-MD","GNOS_account"
"A1.2","2020","MD","AnaEE_FIP_2020","Anaee","A1.2-MD","GNOS_account"
"A1.2","2021","MD","AnaEE_FIP_2021","Anaee","A1.2-MD","LDAP"
"A1.2","2021","MD","AnaEE_FIP_2021","Anaee","A1.2-MD","GNOS_account"
"A1.2","2019","MD","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","A1.2-MD","OPENDATA"
"A1.2","2020","MD","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","A1.2-MD","OPENDATA"
"A1.2","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","A1.2-MD","OPENDATA"
"A1.2","2021","MD","DANUBIUS_FIP_2021","DANUBIUS","A1.2-MD","eduGAIN"
"A1.2","2020","MD","DiSSCo_FIP_2020","DiSSCo","A1.2-MD","DAAI"
"A1.2","2021","MD","DiSSCo_FIP_2021","DiSSCo","A1.2-MD","DAAI"
"A1.2","2022","MD","EMSO ERIC FIP 2022","EMSO","A1.2-MD","EGI_checkin"
"A1.2","2021","MD","EMSO ERIC FIP 2021","EMSO","A1.2-MD","EGI_checkin"
"A1.2","2022","MD","ICOS_FIP_2022","ICOS","A1.2-MD","eduGAIN"
"A1.2","2022","MD","ICOS_FIP_2022","ICOS","A1.2-MD","ICOS_local_account"
"A1.2","2022","MD","ICOS_FIP_2022","ICOS","A1.2-MD","ORCID"
"A1.2","2022","MD","ICOS_FIP_2022","ICOS","A1.2-MD","OAuth"
"A1.2","2022","MD","ICOS_FIP_2022","ICOS","A1.2-MD","OPENDATA"
"A1.2","2022","MD","ICOS_FIP_2022","ICOS","A1.2-MD","SAML2"
"A1.2","2021","MD","ICOS_FIP_2021","ICOS","A1.2-MD","eduGAIN"
"A1.2","2020","MD","ICOS_FIP_2020","ICOS","A1.2-MD","eduGAIN"
"A1.2","2021","MD","ICOS_FIP_2021","ICOS","A1.2-MD","ICOS_local_account"
"A1.2","2020","MD","ICOS_FIP_2020","ICOS","A1.2-MD","ICOS_local_account"
"A1.2","2021","MD","ICOS_FIP_2021","ICOS","A1.2-MD","ORCID"
"A1.2","2020","MD","ICOS_FIP_2020","ICOS","A1.2-MD","ORCID"
"A1.2","2019","MD","ICOS_FIP_2019","ICOS","A1.2-MD","OAuth"
"A1.2","2021","MD","ICOS_FIP_2021","ICOS","A1.2-MD","OAuth"
"A1.2","2020","MD","ICOS_FIP_2020","ICOS","A1.2-MD","OAuth"
"A1.2","2019","MD","ICOS_FIP_2019","ICOS","A1.2-MD","OPENDATA"
"A1.2","2021","MD","ICOS_FIP_2021","ICOS","A1.2-MD","OPENDATA"
"A1.2","2020","MD","ICOS_FIP_2020","ICOS","A1.2-MD","OPENDATA"
"A1.2","2021","MD","ICOS_FIP_2021","ICOS","A1.2-MD","SAML2"
"A1.2","2020","MD","ICOS_FIP_2020","ICOS","A1.2-MD","SAML2"
"A1.2","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","A1.2-MD","LDAP"
"A1.2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","A1.2-MD","LDAP"
"A1.2","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","A1.2-MD","SAML2"
"A1.2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","A1.2-MD","LDAP"
"A1.2","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","A1.2-MD","SAML2"
"A1.2","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","A1.2-MD","SDN_M_ID"
"A1.2","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.2-MD","SDN_M_ID"
"A1.2","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.2-MD","SDN_M_ID"
"A1.2","2019","MD","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","A1.2-MD","OPENDATA"
"A1.2","2020","MD","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","A1.2-MD","OPENDATA"
"A1.2","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","A1.2-MD","OPENDATA"
"A1.2","2019","MD","eLTER_FIP_2019","eLTER-RI","A1.2-MD","OPENDATA"
"A1.2","2020","MD","eLTER_FIP_2020","eLTER-RI","A1.2-MD","OPENDATA"
"A1.2","2021","MD","eLTER_FIP_2021","eLTER-RI","A1.2-MD","OPENDATA"
"A1.2","2021","MD","IAGOS_FIP_2021","iagos","A1.2-MD","OPENDATA"
"A1.2","2020","MD","IAGOS_FIP_2020","iagos","A1.2-MD","OPENDATA"
"A1.2","2019","MD","IAGOS_FIP_2019","iagos","A1.2-MD","OPENDATA"
"A1.2","2019","MD","LifeWatch_Marine_FIP_2019","lw-marine","A1.2-MD","OPENDATA"
"A1.2","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","A1.2-MD","OPENDATA"
"A1.2","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","A1.2-MD","OPENDATA"
"A1.2","2019","MD","SIOS_FIP_2019","sios","A1.2-MD","OPENDATA"
"A1.2","2021","MD","SIOS_FIP_2021","sios","A1.2-MD","OPENDATA"
"A1.2","2020","MD","SIOS_FIP_2020","sios","A1.2-MD","OPENDATA"
"A1.2","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.2-D","ORCID"
"A1.2","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.2-D","OAuth"
"A1.2","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","A1.2-D","SAML1.1"
"A1.2","2019","D","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","A1.2-D","OPENDATA"
"A1.2","2020","D","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","A1.2-D","OPENDATA"
"A1.2","2021","D","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","A1.2-D","OPENDATA"
"A1.2","2019","D","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","A1.2-D","OPENDATA"
"A1.2","2020","D","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","A1.2-D","OPENDATA"
"A1.2","2021","D","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","A1.2-D","OPENDATA"
"A1.2","2019","D","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.2-D","eduGAIN"
"A1.2","2020","D","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.2-D","eduGAIN"
"A1.2","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.2-D","eduGAIN"
"A1.2","2019","D","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.2-D","ORCID"
"A1.2","2020","D","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.2-D","ORCID"
"A1.2","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.2-D","ORCID"
"A1.2","2019","D","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","A1.2-D","OAuth"
"A1.2","2020","D","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","A1.2-D","OAuth"
"A1.2","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A1.2-D","OAuth"
"A1.2","2019","D","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","A1.2-D","OPENDATA"
"A1.2","2020","D","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","A1.2-D","OPENDATA"
"A1.2","2021","D","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","A1.2-D","OPENDATA"
"A1.2","2022","D","ACTRIS-ASC_FIP_2022","AERIS","A1.2-D","OPENDATA"
"A1.2","2019","D","AnaEE_CREA_FIP_2019","AnaEE_CREA","A1.2-D","OAuth"
"A1.2","2020","D","AnaEE_CREA_FIP_2020","AnaEE_CREA","A1.2-D","OAuth"
"A1.2","2021","D","AnaEE_CREA_FIP_2021","AnaEE_CREA","A1.2-D","OAuth"
"A1.2","2019","D","AnaEE_FIP_2019","Anaee","A1.2-D","LDAP"
"A1.2","2020","D","AnaEE_FIP_2020","Anaee","A1.2-D","LDAP"
"A1.2","2021","D","AnaEE_FIP_2021","Anaee","A1.2-D","LDAP"
"A1.2","2019","D","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","A1.2-D","OPENDATA"
"A1.2","2020","D","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","A1.2-D","OPENDATA"
"A1.2","2021","D","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","A1.2-D","OPENDATA"
"A1.2","2021","D","DANUBIUS_FIP_2021","DANUBIUS","A1.2-D","eduGAIN"
"A1.2","2020","D","DiSSCo_FIP_2020","DiSSCo","A1.2-D","OPENDATA"
"A1.2","2021","D","DiSSCo_FIP_2021","DiSSCo","A1.2-D","OPENDATA"
"A1.2","2020","D","DiSSCo_FIP_2020","DiSSCo","A1.2-D","DAAI"
"A1.2","2021","D","DiSSCo_FIP_2021","DiSSCo","A1.2-D","DAAI"
"A1.2","2021","D","EISCAT_FIP_2021","EISCAT","A1.2-D","EGI_checkin"
"A1.2","2019","D","EISCAT_FIP_2019","EISCAT","A1.2-D","EGI_checkin"
"A1.2","2020","D","EISCAT_FIP_2020","EISCAT","A1.2-D","EGI_checkin"
"A1.2","2019","D","EISCAT_FIP_2019","EISCAT","A1.2-D","eiscat-ip-check"
"A1.2","2020","D","EISCAT_FIP_2020","EISCAT","A1.2-D","eiscat-ip-check"
"A1.2","2022","D","EMSO ERIC FIP 2022","EMSO","A1.2-D","EGI_checkin"
"A1.2","2021","D","EMSO ERIC FIP 2021","EMSO","A1.2-D","EGI_checkin"
"A1.2","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","A1.2-D","OAuth"
"A1.2","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","A1.2-D","OPENDATA"
"A1.2","2021","D","EPOS_ICS-C_FIP_2021","EPOS-ERIC","A1.2-D","EGI_checkin"
"A1.2","2022","D","ICOS_FIP_2022","ICOS","A1.2-D","eduGAIN"
"A1.2","2022","D","ICOS_FIP_2022","ICOS","A1.2-D","ICOS_local_account"
"A1.2","2022","D","ICOS_FIP_2022","ICOS","A1.2-D","ORCID"
"A1.2","2022","D","ICOS_FIP_2022","ICOS","A1.2-D","OPENDATA"
"A1.2","2022","D","ICOS_FIP_2022","ICOS","A1.2-D","SAML2"
"A1.2","2021","D","ICOS_FIP_2021","ICOS","A1.2-D","eduGAIN"
"A1.2","2020","D","ICOS_FIP_2020","ICOS","A1.2-D","eduGAIN"
"A1.2","2021","D","ICOS_FIP_2021","ICOS","A1.2-D","ICOS_local_account"
"A1.2","2020","D","ICOS_FIP_2020","ICOS","A1.2-D","ICOS_local_account"
"A1.2","2021","D","ICOS_FIP_2021","ICOS","A1.2-D","ORCID"
"A1.2","2020","D","ICOS_FIP_2020","ICOS","A1.2-D","ORCID"
"A1.2","2019","D","ICOS_FIP_2019","ICOS","A1.2-D","OAuth"
"A1.2","2019","D","ICOS_FIP_2019","ICOS","A1.2-D","OPENDATA"
"A1.2","2021","D","ICOS_FIP_2021","ICOS","A1.2-D","OPENDATA"
"A1.2","2020","D","ICOS_FIP_2020","ICOS","A1.2-D","OPENDATA"
"A1.2","2021","D","ICOS_FIP_2021","ICOS","A1.2-D","SAML2"
"A1.2","2020","D","ICOS_FIP_2020","ICOS","A1.2-D","SAML2"
"A1.2","2022","D","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","A1.2-D","ORCID"
"A1.2","2020","D","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","A1.2-D","ORCID"
"A1.2","2019","D","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","A1.2-D","LDAP"
"A1.2","2021","D","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","A1.2-D","ORCID"
"A1.2","2019","D","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","A1.2-D","SDN_M_ID"
"A1.2","2020","D","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","A1.2-D","SDN_M_ID"
"A1.2","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.2-D","SDN_M_ID"
"A1.2","2021","D","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","A1.2-D","SAML1.1"
"A1.2","2019","D","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","A1.2-D","SDN_M_ID"
"A1.2","2020","D","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","A1.2-D","SDN_M_ID"
"A1.2","2021","D","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","A1.2-D","SDN_M_ID"
"A1.2","2019","D","eLTER_FIP_2019","eLTER-RI","A1.2-D","OPENDATA"
"A1.2","2020","D","eLTER_FIP_2020","eLTER-RI","A1.2-D","OPENDATA"
"A1.2","2021","D","eLTER_FIP_2021","eLTER-RI","A1.2-D","OPENDATA"
"A1.2","2021","D","IAGOS_FIP_2021","iagos","A1.2-D","eduGAIN"
"A1.2","2021","D","IAGOS_FIP_2021","iagos","A1.2-D","ORCID"
"A1.2","2021","D","IAGOS_FIP_2021","iagos","A1.2-D","SAML1.1"
"A1.2","2021","D","IAGOS_FIP_2021","iagos","A1.2-D","OpenID"
"A1.2","2020","D","IAGOS_FIP_2020","iagos","A1.2-D","eduGAIN"
"A1.2","2020","D","IAGOS_FIP_2020","iagos","A1.2-D","ORCID"
"A1.2","2020","D","IAGOS_FIP_2020","iagos","A1.2-D","OpenID"
"A1.2","2019","D","IAGOS_FIP_2019","iagos","A1.2-D","eduGAIN"
"A1.2","2019","D","IAGOS_FIP_2019","iagos","A1.2-D","ORCID"
"A1.2","2019","D","IAGOS_FIP_2019","iagos","A1.2-D","OpenID"
"A1.2","2019","D","LifeWatch_Marine_FIP_2019","lw-marine","A1.2-D","OPENDATA"
"A1.2","2020","D","LifeWatch_Marine_FIP_2020","lw-marine","A1.2-D","OPENDATA"
"A1.2","2021","D","LifeWatch_Marine_FIP_2021","lw-marine","A1.2-D","OPENDATA"
"A1.2","2019","D","LifeWatch_Marine_FIP_2019","lw-marine","A1.2-D","InnovAuth"
"A1.2","2020","D","LifeWatch_Marine_FIP_2020","lw-marine","A1.2-D","InnovAuth"
"A1.2","2021","D","LifeWatch_Marine_FIP_2021","lw-marine","A1.2-D","InnovAuth"
"A1.2","2019","D","SIOS_FIP_2019","sios","A1.2-D","OPENDATA"
"A1.2","2021","D","SIOS_FIP_2021","sios","A1.2-D","OPENDATA"
"A1.2","2020","D","SIOS_FIP_2020","sios","A1.2-D","OPENDATA"
"A2","2021","A2","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","A2","ACTRIS_DMP"
"A2","2021","A2","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","A2","ACTRIS_DMP"
"A2","2021","A2","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","A2","ACTRIS_DMP"
"A2","2021","A2","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","A2","ACTRIS_DMP"
"A2","2020","A2","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","A2","ACTRIS_DMP"
"A2","2021","A2","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","A2","ACTRIS_DMP"
"A2","2022","A2","ACTRIS-ASC_FIP_2022","AERIS","A2","ACTRIS_DMP"
"A2","2019","A2","AnaEE_FIP_2019","Anaee","A2","AnaEE_MLP"
"A2","2020","A2","AnaEE_FIP_2020","Anaee","A2","AnaEE_MLP"
"A2","2021","A2","AnaEE_FIP_2021","Anaee","A2","AnaEE_MLP"
"A2","2019","A2","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","A2","ARGO_MLP"
"A2","2021","A2","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","A2","ARGO_MLP"
"A2","2020","A2","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","A2","RDA_CTS_Cert"
"A2","2021","A2","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","A2","RDA_CTS_Cert"
"A2","2020","A2","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","A2","Argo_GDAC_MLP"
"A2","2019","A2","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","A2","RDA_CTS_Cert"
"A2","2021","A2","DANUBIUS_FIP_2021","DANUBIUS","A2","DANUBIUS_MLP"
"A2","2020","A2","DiSSCo_FIP_2020","DiSSCo","A2","DiSSCo_MLP"
"A2","2021","A2","DiSSCo_FIP_2021","DiSSCo","A2","DiSSCo_MLP"
"A2","2022","A2","ICOS_FIP_2022","ICOS","A2","ICOS_MLP"
"A2","2021","A2","ICOS_FIP_2021","ICOS","A2","ICOS_MLP"
"A2","2020","A2","ICOS_FIP_2020","ICOS","A2","ICOS_MLP"
"A2","2019","A2","ICOS_FIP_2019","ICOS","A2","ICOS_MLP"
"A2","2019","A2","eLTER_FIP_2019","eLTER-RI","A2","eLTER_DMP_Draft"
"A2","2020","A2","eLTER_FIP_2020","eLTER-RI","A2","eLTER_DMP_Draft"
"A2","2021","A2","eLTER_FIP_2021","eLTER-RI","A2","eLTER_DMP_Draft"
"A2","2021","A2","IAGOS_FIP_2021","iagos","A2","IAGOS_MLP"
"I1","2019","MD","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","I1-MD","JSON"
"I1","2020","MD","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","I1-MD","JSON"
"I1","2021","MD","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","I1-MD","JSON"
"I1","2019","MD","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","I1-MD","JSON"
"I1","2020","MD","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","I1-MD","JSON"
"I1","2021","MD","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","I1-MD","JSON"
"I1","2019","MD","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","I1-MD","JSON"
"I1","2020","MD","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","I1-MD","JSON"
"I1","2021","MD","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","I1-MD","JSON"
"I1","2021","MD","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","I1-MD","JSON"
"I1","2019","MD","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","I1-MD","JSON"
"I1","2020","MD","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","I1-MD","JSON"
"I1","2021","MD","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","I1-MD","JSON"
"I1","2019","MD","ACTRIS-InSitu_FIP_2019","ACTRIS_InSitu","I1-MD","XML_Schema"
"I1","2020","MD","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","I1-MD","XML_Schema"
"I1","2021","MD","ACTRIS-InSitu_FIP_2021","ACTRIS_InSitu","I1-MD","XML_Schema"
"I1","2022","MD","ACTRIS-ASC_FIP_2022","AERIS","I1-MD","JSON"
"I1","2019","MD","AnaEE_CREA_FIP_2019","AnaEE_CREA","I1-MD","RDFS"
"I1","2020","MD","AnaEE_CREA_FIP_2020","AnaEE_CREA","I1-MD","RDFS"
"I1","2021","MD","AnaEE_CREA_FIP_2021","AnaEE_CREA","I1-MD","RDFS"
"I1","2019","MD","AnaEE_FIP_2019","Anaee","I1-MD","XML_Schema"
"I1","2020","MD","AnaEE_FIP_2020","Anaee","I1-MD","XML_Schema"
"I1","2021","MD","AnaEE_FIP_2021","Anaee","I1-MD","XML_Schema"
"I1","2019","MD","Euro-Argo_FIP_2019","ArgoGdacFairImplementationCommunityPublication","I1-MD","RDFS"
"I1","2020","MD","EuroArgo_FIP_2020","ArgoGdacFairImplementationCommunityPublication","I1-MD","RDFS"
"I1","2021","MD","Euro-Argo_FIP_2021","ArgoGdacFairImplementationCommunityPublication","I1-MD","RDFS"
"I1","2020","MD","DiSSCo_FIP_2020","DiSSCo","I1-MD","DwC-A"
"I1","2021","MD","DiSSCo_FIP_2021","DiSSCo","I1-MD","DwC-A"
"I1","2022","MD","EMSO ERIC FIP 2022","EMSO","I1-MD","RDFS"
"I1","2021","MD","EMSO ERIC FIP 2021","EMSO","I1-MD","RDFS"
"I1","2021","MD","EPOS_ICS-C_FIP_2021","EPOS-ERIC","I1-MD","JSON"
"I1","2022","MD","ICOS_FIP_2022","ICOS","I1-MD","RDFS"
"I1","2022","MD","ICOS_FIP_2022","ICOS","I1-MD","OWL"
"I1","2022","MD","ICOS_FIP_2022","ICOS","I1-MD","JSON-LD"
"I1","2022","MD","ICOS_FIP_2022","ICOS","I1-MD","XML_Schema"
"I1","2019","MD","ICOS_FIP_2019","ICOS","I1-MD","RDFS"
"I1","2021","MD","ICOS_FIP_2021","ICOS","I1-MD","RDFS"
"I1","2020","MD","ICOS_FIP_2020","ICOS","I1-MD","RDFS"
"I1","2019","MD","ICOS_FIP_2019","ICOS","I1-MD","OWL"
"I1","2021","MD","ICOS_FIP_2021","ICOS","I1-MD","OWL"
"I1","2020","MD","ICOS_FIP_2020","ICOS","I1-MD","OWL"
"I1","2019","MD","ICOS_FIP_2019","ICOS","I1-MD","JSON-LD"
"I1","2021","MD","ICOS_FIP_2021","ICOS","I1-MD","JSON-LD"
"I1","2020","MD","ICOS_FIP_2020","ICOS","I1-MD","JSON-LD"
"I1","2019","MD","ICOS_FIP_2019","ICOS","I1-MD","XML_Schema"
"I1","2021","MD","ICOS_FIP_2021","ICOS","I1-MD","XML_Schema"
"I1","2020","MD","ICOS_FIP_2020","ICOS","I1-MD","XML_Schema"
"I1","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I1-MD","RDFS"
"I1","2022","MD","LifeWatch_Ecosystems_FIP_2022","LWERIC_Ecosystem","I1-MD","XML_Schema"
"I1","2020","MD","LifeWatch_Ecosystems_FIP_2020","LWERIC_Ecosystem","I1-MD","XML_Schema"
"I1","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I1-MD","RDFS"
"I1","2021","MD","LifeWatch_Ecosystems_FIP_2021","LWERIC_Ecosystem","I1-MD","XML_Schema"
"I1","2019","MD","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I1-MD","RDFS"
"I1","2019","MD","LifeWatch_Ecosystems_FIP_2019","LWERIC_Ecosystem","I1-MD","XML_Schema"
"I1","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","I1-MD","XML_Schema"
"I1","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","I1-MD","RDFS"
"I1","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","I1-MD","RDFS"
"I1","2020","MD","SeaDatNET_CDI_FIP_2020","SeaDataNet-CDI","I1-MD","XML_Schema"
"I1","2021","MD","SeaDataNET_CDI_FIP_2021","SeaDataNet-CDI","I1-MD","XML_Schema"
"I1","2019","MD","SeaDataNET_CDI_FIP_2019","SeaDataNet-CDI","I1-MD","RDFS"
"I1","2019","MD","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","I1-MD","RDFS"
"I1","2020","MD","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","I1-MD","RDFS"
"I1","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","I1-MD","RDFS"
"I1","2019","MD","SeaDataNET_Sextant_FIP_2019","SeaDataNet-Sextant","I1-MD","XML_Schema"
"I1","2020","MD","SeaDataNET_Sextant_FIP_2020","SeaDataNet-Sextant","I1-MD","XML_Schema"
"I1","2021","MD","SeaDataNET_Sextant_FIP_2021","SeaDataNet-Sextant","I1-MD","XML_Schema"
"I1","2020","MD","eLTER_FIP_2020","eLTER-RI","I1-MD","XML_Schema"
"I1","2019","MD","eLTER_FIP_2019","eLTER-RI","I1-MD","JSON"
"I1","2020","MD","eLTER_FIP_2020","eLTER-RI","I1-MD","JSON"
"I1","2019","MD","eLTER_FIP_2019","eLTER-RI","I1-MD","XML_Schema"
"I1","2021","MD","eLTER_FIP_2021","eLTER-RI","I1-MD","JSON"
"I1","2021","MD","eLTER_FIP_2021","eLTER-RI","I1-MD","XML_Schema"
"I1","2021","MD","IAGOS_FIP_2021","iagos","I1-MD","RDFS"
"I1","2020","MD","IAGOS_FIP_2020","iagos","I1-MD","JSON"
"I1","2021","MD","IAGOS_FIP_2021","iagos","I1-MD","JSON"
"I1","2019","MD","IAGOS_FIP_2019","iagos","I1-MD","JSON"
"I1","2020","MD","IAGOS_FIP_2020","iagos","I1-MD","XML_Schema"
"I1","2021","MD","IAGOS_FIP_2021","iagos","I1-MD","XML_Schema"
"I1","2019","MD","IAGOS_FIP_2019","iagos","I1-MD","XML_Schema"
"I1","2020","MD","IAGOS_FIP_2020","iagos","I1-MD","RDFS"
"I1","2019","MD","IAGOS_FIP_2019","iagos","I1-MD","RDFS"
"I1","2019","MD","LifeWatch_Marine_FIP_2019","lw-marine","I1-MD","JSON"
"I1","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","I1-MD","JSON"
"I1","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","I1-MD","JSON"
"I1","2020","MD","LifeWatch_Marine_FIP_2020","lw-marine","I1-MD","JSON-LD"
"I1","2021","MD","LifeWatch_Marine_FIP_2021","lw-marine","I1-MD","JSON-LD"
"I1","2019","MD","SIOS_FIP_2019","sios","I1-MD","XML_Schema"
"I1","2021","MD","SIOS_FIP_2021","sios","I1-MD","XML_Schema"
"I1","2020","MD","SIOS_FIP_2020","sios","I1-MD","XML_Schema"
"I1","2019","D","ACTRIS_ARES_FIP_2019","ACTRIS-ARES","I1-D","NetCDF"
"I1","2020","D","ACTRIS_ARES_FIP_2020","ACTRIS-ARES","I1-D","NetCDF"
"I1","2021","D","ACTRIS_ARES_FIP_2021","ACTRIS-ARES","I1-D","NetCDF"
"I1","2019","D","ACTRIS-ASC_FIP_2019","ACTRIS-ASC","I1-D","NetCDF"
"I1","2020","D","ACTRIS-ASC_FIP_2020","ACTRIS-ASC","I1-D","NetCDF"
"I1","2021","D","ACTRIS-ASC_FIP_2021","ACTRIS-ASC","I1-D","NetCDF"
"I1","2019","D","ACTRIS_CLU_FIP_2019","ACTRIS_CLU","I1-D","NetCDF"
"I1","2020","D","ACTRIS_CLU_FIP_2020","ACTRIS_CLU","I1-D","NetCDF"
"I1","2021","D","ACTRIS_CLU_FIP_2021","ACTRIS_CLU","I1-D","NetCDF"
"I1","2021","D","ACTRIS-DVAS_FIP_2021","ACTRIS_DVAS","I1-D","NetCDF"
"I1","2019","D","ACTRIS-GRES_FIP_2019","ACTRIS_GRES","I1-D","NetCDF"
"I1","2020","D","ACTRIS-GRES_FIP_2020","ACTRIS_GRES","I1-D","NetCDF"
"I1","2021","D","ACTRIS-GRES_FIP_2021","ACTRIS_GRES","I1-D","NetCDF"
"I1","2020","D","ACTRIS-InSitu_FIP_2020","ACTRIS_InSitu","I1-D","NetCDF"
